event_id,customer_id,event_date,event_type,old_mrr,new_mrr,delta_mrr
4952,CUST_02308,2024-08-01,expansion,123.76,159.91,36.14999999999999
4953,CUST_02308,2024-09-01,contraction,159.91,147.04,-12.870000000000005
4954,CUST_02309,2022-08-09,new,0.0,130.25,130.25
4955,CUST_02309,2024-07-01,expansion,130.25,176.88,46.629999999999995
4956,CUST_02310,2022-11-18,new,0.0,55.81,55.81
4957,CUST_02310,2023-02-01,contraction,55.81,45.54,-10.270000000000003
4958,CUST_02310,2023-07-01,churn,45.54,0.0,-45.54
4959,CUST_02311,2022-02-19,new,0.0,265.04,265.04
4960,CUST_02311,2022-08-01,churn,265.04,0.0,-265.04
4961,CUST_02312,2023-10-07,new,0.0,109.67,109.67
4962,CUST_02312,2024-03-01,contraction,109.67,104.13,-5.540000000000006
4963,CUST_02313,2024-11-15,new,0.0,369.07,369.07
4964,CUST_02314,2023-01-24,new,0.0,111.91,111.91
4965,CUST_02314,2023-06-01,churn,111.91,0.0,-111.91
4966,CUST_02315,2022-01-07,new,0.0,72.2,72.2
4967,CUST_02315,2022-07-01,contraction,72.2,66.07,-6.13000000000001
4968,CUST_02315,2022-11-01,churn,66.07,0.0,-66.07
4969,CUST_02316,2023-11-12,new,0.0,52.44,52.44
4970,CUST_02317,2023-03-01,new,0.0,104.54,104.54
4971,CUST_02317,2024-12-01,expansion,104.54,127.69,23.14999999999999
4972,CUST_02318,2023-09-03,new,0.0,67.57,67.57
4973,CUST_02318,2024-02-01,contraction,67.57,56.92,-10.649999999999991
4974,CUST_02318,2024-11-01,expansion,56.92,79.9,22.980000000000004
4975,CUST_02319,2024-10-08,new,0.0,51.77,51.77
4976,CUST_02320,2023-12-04,new,0.0,128.48,128.48
4977,CUST_02320,2024-06-01,churn,128.48,0.0,-128.48
4978,CUST_02321,2022-01-10,new,0.0,2111.67,2111.67
4979,CUST_02322,2023-12-09,new,0.0,480.28,480.28
4980,CUST_02322,2024-07-01,churn,480.28,0.0,-480.28
4981,CUST_02323,2024-01-03,new,0.0,421.82,421.82
4982,CUST_02323,2024-10-01,expansion,421.82,520.98,99.16000000000003
4983,CUST_02324,2024-10-12,new,0.0,84.53,84.53
4984,CUST_02324,2024-11-01,expansion,84.53,115.08,30.549999999999997
4985,CUST_02325,2022-03-26,new,0.0,277.2,277.2
4986,CUST_02325,2022-04-01,churn,277.2,0.0,-277.2
4987,CUST_02326,2023-04-03,new,0.0,144.54,144.54
4988,CUST_02326,2024-03-01,expansion,144.54,179.81,35.27000000000001
4989,CUST_02326,2024-10-01,expansion,179.81,214.2,34.389999999999986
4990,CUST_02326,2024-11-01,expansion,214.2,284.39,70.19
4991,CUST_02327,2024-01-02,new,0.0,2073.79,2073.79
4992,CUST_02328,2023-08-13,new,0.0,289.41,289.41
4993,CUST_02329,2024-02-23,new,0.0,431.36,431.36
4994,CUST_02329,2024-09-01,contraction,431.36,358.27,-73.09000000000003
4995,CUST_02329,2024-11-01,contraction,358.27,325.05,-33.21999999999997
4996,CUST_02329,2024-12-01,expansion,325.05,458.6,133.55
4997,CUST_02330,2024-03-22,new,0.0,227.76,227.76
4998,CUST_02331,2024-01-18,new,0.0,63.12,63.12
4999,CUST_02331,2024-03-01,expansion,63.12,86.62,23.500000000000007
5000,CUST_02331,2024-05-01,expansion,86.62,104.94,18.319999999999993
5001,CUST_02331,2024-11-01,contraction,104.94,97.28,-7.659999999999997
5002,CUST_02332,2023-05-19,new,0.0,90.96,90.96
5003,CUST_02332,2023-05-01,contraction,90.96,75.72,-15.239999999999995
5004,CUST_02332,2024-05-01,expansion,75.72,95.38,19.659999999999997
5005,CUST_02332,2024-08-01,churn,95.38,0.0,-95.38
5006,CUST_02333,2022-12-27,new,0.0,281.57,281.57
5007,CUST_02333,2023-09-01,contraction,281.57,263.64,-17.930000000000007
5008,CUST_02333,2024-07-01,expansion,263.64,370.55,106.91000000000003
5009,CUST_02334,2024-12-23,new,0.0,403.75,403.75
5010,CUST_02335,2023-08-16,new,0.0,318.43,318.43
5011,CUST_02336,2022-01-16,new,0.0,99.72,99.72
5012,CUST_02337,2024-11-09,new,0.0,2129.85,2129.85
5013,CUST_02338,2023-01-08,new,0.0,53.98,53.98
5014,CUST_02338,2024-01-01,contraction,53.98,50.31,-3.6699999999999946
5015,CUST_02338,2024-09-01,contraction,50.31,44.98,-5.330000000000005
5016,CUST_02339,2023-12-10,new,0.0,124.97,124.97
5017,CUST_02340,2024-11-04,new,0.0,311.88,311.88
5018,CUST_02341,2022-02-08,new,0.0,97.93,97.93
5019,CUST_02341,2024-09-01,contraction,97.93,80.45,-17.480000000000004
5020,CUST_02341,2024-11-01,expansion,80.45,100.19,19.739999999999995
5021,CUST_02342,2024-10-18,new,0.0,93.11,93.11
5022,CUST_02343,2023-06-16,new,0.0,54.66,54.66
5023,CUST_02343,2024-04-01,expansion,54.66,62.97,8.310000000000002
5024,CUST_02343,2024-05-01,contraction,62.97,53.99,-8.979999999999997
5025,CUST_02343,2024-09-01,expansion,53.99,64.45,10.46
5026,CUST_02344,2024-12-20,new,0.0,77.99,77.99
5027,CUST_02345,2023-05-05,new,0.0,125.17,125.17
5028,CUST_02345,2023-05-05,churn,125.17,0.0,-125.17
5029,CUST_02346,2024-01-08,new,0.0,135.53,135.53
5030,CUST_02346,2024-05-01,expansion,135.53,162.65,27.120000000000005
5031,CUST_02347,2024-01-22,new,0.0,2438.99,2438.99
5032,CUST_02347,2024-02-01,contraction,2438.99,2287.85,-151.13999999999987
5033,CUST_02348,2024-11-17,new,0.0,301.67,301.67
5034,CUST_02349,2024-05-25,new,0.0,468.3,468.3
5035,CUST_02349,2024-06-01,expansion,468.3,652.1,183.8
5036,CUST_02350,2022-07-24,new,0.0,50.8,50.8
5037,CUST_02350,2022-08-01,churn,50.8,0.0,-50.8
5038,CUST_02351,2023-02-16,new,0.0,115.92,115.92
5039,CUST_02351,2024-02-01,expansion,115.92,156.43,40.510000000000005
5040,CUST_02351,2024-02-01,churn,156.43,0.0,-156.43
5041,CUST_02352,2022-09-16,new,0.0,391.58,391.58
5042,CUST_02352,2024-05-01,expansion,391.58,492.95,101.37
5043,CUST_02353,2023-12-16,new,0.0,259.74,259.74
5044,CUST_02354,2024-01-11,new,0.0,1923.55,1923.55
5045,CUST_02355,2023-03-13,new,0.0,495.45,495.45
5046,CUST_02355,2023-07-01,contraction,495.45,398.05,-97.39999999999998
5047,CUST_02355,2023-08-01,churn,398.05,0.0,-398.05
5048,CUST_02356,2024-03-18,new,0.0,2067.39,2067.39
5049,CUST_02356,2024-04-01,contraction,2067.39,1721.78,-345.6099999999999
5050,CUST_02357,2022-10-05,new,0.0,51.29,51.29
5051,CUST_02357,2024-03-01,churn,51.29,0.0,-51.29
5052,CUST_02358,2024-09-11,new,0.0,55.83,55.83
5053,CUST_02359,2024-01-12,new,0.0,107.7,107.7
5054,CUST_02359,2024-03-01,expansion,107.7,132.29,24.58999999999999
5055,CUST_02359,2024-06-01,expansion,132.29,167.96,35.670000000000016
5056,CUST_02359,2024-12-01,expansion,167.96,241.83,73.87
5057,CUST_02360,2023-09-03,new,0.0,139.57,139.57
5058,CUST_02361,2022-01-09,new,0.0,136.43,136.43
5059,CUST_02361,2024-02-01,expansion,136.43,188.98,52.54999999999998
5060,CUST_02361,2024-09-01,expansion,188.98,264.08,75.1
5061,CUST_02362,2024-11-03,new,0.0,65.34,65.34
5062,CUST_02363,2024-03-15,new,0.0,329.59,329.59
5063,CUST_02363,2024-04-01,churn,329.59,0.0,-329.59
5064,CUST_02364,2023-12-19,new,0.0,96.99,96.99
5065,CUST_02365,2024-02-07,new,0.0,140.41,140.41
5066,CUST_02366,2024-01-18,new,0.0,89.79,89.79
5067,CUST_02366,2024-10-01,expansion,89.79,128.45,38.65999999999998
5068,CUST_02367,2024-12-09,new,0.0,146.61,146.61
5069,CUST_02368,2024-05-14,new,0.0,137.69,137.69
5070,CUST_02369,2023-03-10,new,0.0,135.4,135.4
5071,CUST_02369,2023-06-01,contraction,135.4,126.02,-9.38000000000001
5072,CUST_02369,2024-02-01,expansion,126.02,161.84,35.82000000000001
5073,CUST_02370,2023-12-03,new,0.0,1234.48,1234.48
5074,CUST_02370,2024-10-01,contraction,1234.48,1168.71,-65.76999999999998
5075,CUST_02371,2023-03-12,new,0.0,92.68,92.68
5076,CUST_02371,2024-06-01,churn,92.68,0.0,-92.68
5077,CUST_02372,2023-03-23,new,0.0,312.65,312.65
5078,CUST_02372,2023-09-01,churn,312.65,0.0,-312.65
5079,CUST_02373,2024-05-02,new,0.0,346.73,346.73
5080,CUST_02373,2024-09-01,contraction,346.73,308.82,-37.910000000000025
5081,CUST_02374,2022-11-12,new,0.0,2567.31,2567.31
5082,CUST_02375,2024-12-14,new,0.0,1828.06,1828.06
5083,CUST_02376,2024-10-12,new,0.0,271.44,271.44
5084,CUST_02377,2023-11-14,new,0.0,119.36,119.36
5085,CUST_02377,2024-05-01,expansion,119.36,146.21,26.85000000000001
5086,CUST_02377,2024-08-01,expansion,146.21,173.27,27.060000000000002
5087,CUST_02378,2024-12-18,new,0.0,69.82,69.82
5088,CUST_02379,2024-10-01,new,0.0,142.32,142.32
5089,CUST_02380,2024-04-03,new,0.0,144.38,144.38
5090,CUST_02381,2023-12-09,new,0.0,2011.64,2011.64
5091,CUST_02381,2023-12-01,contraction,2011.64,1812.69,-198.95000000000005
5092,CUST_02381,2024-07-01,contraction,1812.69,1675.75,-136.94000000000005
5093,CUST_02382,2024-01-25,new,0.0,1611.31,1611.31
5094,CUST_02383,2022-03-09,new,0.0,414.79,414.79
5095,CUST_02383,2024-03-01,expansion,414.79,572.24,157.45
5096,CUST_02384,2022-01-15,new,0.0,387.62,387.62
5097,CUST_02384,2024-11-01,expansion,387.62,483.04,95.42000000000002
5098,CUST_02384,2024-11-01,churn,483.04,0.0,-483.04
5099,CUST_02385,2022-12-27,new,0.0,127.59,127.59
5100,CUST_02385,2023-04-01,contraction,127.59,115.0,-12.590000000000003
5101,CUST_02385,2024-01-01,expansion,115.0,147.47,32.47
5102,CUST_02385,2024-02-01,churn,147.47,0.0,-147.47
5103,CUST_02386,2022-01-24,new,0.0,132.43,132.43
5104,CUST_02386,2022-08-01,churn,132.43,0.0,-132.43
5105,CUST_02387,2024-12-05,new,0.0,222.49,222.49
5106,CUST_02388,2022-12-20,new,0.0,104.58,104.58
5107,CUST_02388,2023-09-01,churn,104.58,0.0,-104.58
5108,CUST_02389,2024-02-16,new,0.0,85.03,85.03
5109,CUST_02389,2024-06-01,expansion,85.03,105.63,20.599999999999994
5110,CUST_02389,2024-10-01,churn,105.63,0.0,-105.63
5111,CUST_02390,2023-10-09,new,0.0,60.63,60.63
5112,CUST_02390,2024-01-01,expansion,60.63,82.66,22.029999999999994
5113,CUST_02390,2024-03-01,churn,82.66,0.0,-82.66
5114,CUST_02391,2023-11-09,new,0.0,204.71,204.71
5115,CUST_02392,2023-10-10,new,0.0,99.37,99.37
5116,CUST_02392,2024-09-01,churn,99.37,0.0,-99.37
5117,CUST_02393,2022-04-26,new,0.0,213.89,213.89
5118,CUST_02393,2022-08-01,contraction,213.89,172.68,-41.20999999999998
5119,CUST_02393,2023-04-01,churn,172.68,0.0,-172.68
5120,CUST_02394,2024-01-14,new,0.0,140.18,140.18
5121,CUST_02394,2024-09-01,expansion,140.18,183.65,43.47
5122,CUST_02394,2024-10-01,churn,183.65,0.0,-183.65
5123,CUST_02395,2022-11-23,new,0.0,328.56,328.56
5124,CUST_02395,2022-12-01,churn,328.56,0.0,-328.56
5125,CUST_02396,2022-10-11,new,0.0,452.59,452.59
5126,CUST_02396,2023-08-01,churn,452.59,0.0,-452.59
5127,CUST_02397,2024-01-11,new,0.0,108.21,108.21
5128,CUST_02397,2024-01-01,expansion,108.21,141.36,33.15000000000002
5129,CUST_02397,2024-05-01,contraction,141.36,124.53,-16.830000000000013
5130,CUST_02397,2024-09-01,expansion,124.53,159.13,34.599999999999994
5131,CUST_02397,2024-10-01,expansion,159.13,189.39,30.25999999999999
5132,CUST_02398,2024-03-14,new,0.0,2392.47,2392.47
5133,CUST_02398,2024-03-14,churn,2392.47,0.0,-2392.47
5134,CUST_02399,2023-12-20,new,0.0,322.86,322.86
5135,CUST_02399,2024-09-01,expansion,322.86,425.53,102.66999999999996
5136,CUST_02399,2024-12-01,expansion,425.53,587.85,162.32000000000005
5137,CUST_02400,2023-01-22,new,0.0,66.33,66.33
5138,CUST_02400,2023-01-01,contraction,66.33,56.09,-10.239999999999995
5139,CUST_02400,2024-02-01,expansion,56.09,74.49,18.39999999999999
5140,CUST_02400,2024-04-01,expansion,74.49,88.99,14.5
5141,CUST_02400,2024-04-01,churn,88.99,0.0,-88.99
5142,CUST_02401,2023-03-18,new,0.0,87.12,87.12
5143,CUST_02402,2022-03-04,new,0.0,105.82,105.82
5144,CUST_02402,2022-04-01,contraction,105.82,97.87,-7.949999999999989
5145,CUST_02402,2022-08-01,contraction,97.87,80.41,-17.460000000000008
5146,CUST_02402,2023-11-01,contraction,80.41,74.03,-6.3799999999999955
5147,CUST_02402,2023-12-01,churn,74.03,0.0,-74.03
5148,CUST_02403,2022-01-18,new,0.0,927.84,927.84
5149,CUST_02403,2024-04-01,contraction,927.84,862.52,-65.32000000000005
5150,CUST_02404,2024-06-13,new,0.0,115.74,115.74
5151,CUST_02404,2024-10-01,contraction,115.74,94.82,-20.92
5152,CUST_02404,2024-10-01,churn,94.82,0.0,-94.82
5153,CUST_02405,2022-10-27,new,0.0,2558.4,2558.4
5154,CUST_02406,2023-10-25,new,0.0,336.53,336.53
5155,CUST_02406,2024-01-01,expansion,336.53,420.24,83.71000000000004
5156,CUST_02406,2024-02-01,contraction,420.24,381.52,-38.72000000000003
5157,CUST_02406,2024-06-01,contraction,381.52,339.13,-42.389999999999986
5158,CUST_02407,2023-10-22,new,0.0,248.89,248.89
5159,CUST_02407,2023-11-01,churn,248.89,0.0,-248.89
5160,CUST_02408,2024-01-11,new,0.0,441.06,441.06
5161,CUST_02408,2024-07-01,churn,441.06,0.0,-441.06
5162,CUST_02409,2022-11-12,new,0.0,64.32,64.32
5163,CUST_02409,2023-05-01,churn,64.32,0.0,-64.32
5164,CUST_02410,2023-02-11,new,0.0,100.06,100.06
5165,CUST_02411,2024-03-16,new,0.0,286.39,286.39
5166,CUST_02411,2024-05-01,expansion,286.39,343.51,57.120000000000005
5167,CUST_02411,2024-09-01,expansion,343.51,496.33,152.82
5168,CUST_02412,2023-08-07,new,0.0,83.34,83.34
5169,CUST_02413,2023-12-15,new,0.0,117.73,117.73
5170,CUST_02413,2024-04-01,expansion,117.73,161.24,43.510000000000005
5171,CUST_02413,2024-09-01,expansion,161.24,194.28,33.03999999999999
5172,CUST_02413,2024-10-01,contraction,194.28,180.16,-14.120000000000005
5173,CUST_02413,2024-10-01,churn,180.16,0.0,-180.16
5174,CUST_02414,2023-09-16,new,0.0,472.28,472.28
5175,CUST_02414,2024-06-01,churn,472.28,0.0,-472.28
5176,CUST_02415,2024-11-25,new,0.0,1442.35,1442.35
5177,CUST_02416,2024-10-01,new,0.0,99.41,99.41
5178,CUST_02416,2024-12-01,expansion,99.41,114.49,15.079999999999998
5179,CUST_02417,2023-04-20,new,0.0,66.98,66.98
5180,CUST_02418,2023-12-24,new,0.0,115.4,115.4
5181,CUST_02418,2024-01-01,churn,115.4,0.0,-115.4
5182,CUST_02419,2024-03-14,new,0.0,56.33,56.33
5183,CUST_02420,2023-12-15,new,0.0,137.18,137.18
5184,CUST_02420,2024-07-01,contraction,137.18,116.17,-21.010000000000005
5185,CUST_02421,2022-11-27,new,0.0,100.02,100.02
5186,CUST_02421,2023-05-01,churn,100.02,0.0,-100.02
5187,CUST_02422,2024-05-17,new,0.0,350.89,350.89
5188,CUST_02422,2024-10-01,expansion,350.89,457.14,106.25
5189,CUST_02422,2024-11-01,contraction,457.14,368.86,-88.27999999999997
5190,CUST_02423,2024-03-18,new,0.0,98.8,98.8
5191,CUST_02423,2024-08-01,expansion,98.8,124.34,25.540000000000006
5192,CUST_02424,2024-11-12,new,0.0,110.36,110.36
5193,CUST_02425,2024-10-26,new,0.0,406.26,406.26
5194,CUST_02426,2023-12-27,new,0.0,391.12,391.12
5195,CUST_02426,2024-04-01,churn,391.12,0.0,-391.12
5196,CUST_02427,2024-12-27,new,0.0,102.46,102.46
5197,CUST_02427,2024-12-01,contraction,102.46,94.05,-8.409999999999997
5198,CUST_02428,2023-07-13,new,0.0,141.36,141.36
5199,CUST_02429,2024-02-27,new,0.0,307.42,307.42
5200,CUST_02429,2024-03-01,churn,307.42,0.0,-307.42
5201,CUST_02430,2024-11-25,new,0.0,386.5,386.5
5202,CUST_02431,2024-11-08,new,0.0,131.99,131.99
5203,CUST_02431,2024-12-01,expansion,131.99,161.37,29.379999999999995
5204,CUST_02432,2024-02-01,new,0.0,108.36,108.36
5205,CUST_02432,2024-08-01,expansion,108.36,154.51,46.14999999999999
5206,CUST_02433,2023-02-16,new,0.0,66.0,66.0
5207,CUST_02433,2024-09-01,churn,66.0,0.0,-66.0
5208,CUST_02434,2022-12-25,new,0.0,55.22,55.22
5209,CUST_02434,2023-05-01,churn,55.22,0.0,-55.22
5210,CUST_02435,2022-12-08,new,0.0,418.32,418.32
5211,CUST_02435,2023-05-01,churn,418.32,0.0,-418.32
5212,CUST_02436,2023-01-07,new,0.0,89.22,89.22
5213,CUST_02436,2023-11-01,churn,89.22,0.0,-89.22
5214,CUST_02437,2022-02-10,new,0.0,439.09,439.09
5215,CUST_02437,2023-12-01,contraction,439.09,415.23,-23.859999999999957
5216,CUST_02437,2024-04-01,contraction,415.23,333.31,-81.92000000000002
5217,CUST_02437,2024-09-01,contraction,333.31,295.46,-37.85000000000002
5218,CUST_02438,2022-03-24,new,0.0,91.75,91.75
5219,CUST_02438,2023-05-01,churn,91.75,0.0,-91.75
5220,CUST_02439,2023-11-17,new,0.0,453.76,453.76
5221,CUST_02440,2022-11-24,new,0.0,70.96,70.96
5222,CUST_02440,2024-12-01,expansion,70.96,96.44,25.480000000000004
5223,CUST_02441,2024-03-26,new,0.0,70.55,70.55
5224,CUST_02441,2024-12-01,churn,70.55,0.0,-70.55
5225,CUST_02442,2023-02-06,new,0.0,102.7,102.7
5226,CUST_02442,2023-02-06,churn,102.7,0.0,-102.7
5227,CUST_02443,2023-12-14,new,0.0,401.83,401.83
5228,CUST_02443,2024-02-01,contraction,401.83,337.52,-64.31
5229,CUST_02443,2024-07-01,churn,337.52,0.0,-337.52
5230,CUST_02444,2024-03-02,new,0.0,66.23,66.23
5231,CUST_02444,2024-03-02,churn,66.23,0.0,-66.23
5232,CUST_02445,2023-03-11,new,0.0,64.98,64.98
5233,CUST_02446,2024-02-16,new,0.0,470.43,470.43
5234,CUST_02446,2024-03-01,expansion,470.43,603.73,133.3
5235,CUST_02446,2024-04-01,expansion,603.73,788.62,184.89
5236,CUST_02446,2024-06-01,expansion,788.62,1051.04,262.41999999999996
5237,CUST_02447,2022-11-07,new,0.0,489.82,489.82
5238,CUST_02447,2022-12-01,churn,489.82,0.0,-489.82
5239,CUST_02448,2022-06-12,new,0.0,91.96,91.96
5240,CUST_02448,2023-05-01,churn,91.96,0.0,-91.96
5241,CUST_02449,2022-07-26,new,0.0,84.89,84.89
5242,CUST_02449,2023-04-01,churn,84.89,0.0,-84.89
5243,CUST_02450,2022-04-26,new,0.0,98.11,98.11
5244,CUST_02450,2022-04-01,contraction,98.11,88.94,-9.170000000000002
5245,CUST_02450,2023-04-01,churn,88.94,0.0,-88.94
5246,CUST_02451,2023-10-23,new,0.0,120.08,120.08
5247,CUST_02451,2024-02-01,expansion,120.08,150.85,30.769999999999996
5248,CUST_02451,2024-05-01,churn,150.85,0.0,-150.85
5249,CUST_02452,2023-04-18,new,0.0,126.9,126.9
5250,CUST_02453,2023-11-02,new,0.0,223.46,223.46
5251,CUST_02453,2024-02-01,expansion,223.46,312.06,88.6
5252,CUST_02454,2023-10-11,new,0.0,116.8,116.8
5253,CUST_02454,2024-05-01,contraction,116.8,107.32,-9.480000000000004
5254,CUST_02454,2024-09-01,contraction,107.32,91.59,-15.72999999999999
5255,CUST_02455,2022-12-04,new,0.0,114.51,114.51
5256,CUST_02455,2023-10-01,contraction,114.51,105.21,-9.300000000000011
5257,CUST_02455,2023-11-01,contraction,105.21,87.67,-17.539999999999992
5258,CUST_02455,2024-01-01,expansion,87.67,123.57,35.89999999999999
5259,CUST_02455,2024-08-01,expansion,123.57,142.31,18.74000000000001
5260,CUST_02456,2022-05-25,new,0.0,139.1,139.1
5261,CUST_02456,2024-01-01,expansion,139.1,170.95,31.849999999999994
5262,CUST_02456,2024-05-01,expansion,170.95,239.68,68.73000000000002
5263,CUST_02456,2024-07-01,expansion,239.68,335.77,96.08999999999997
5264,CUST_02456,2024-11-01,contraction,335.77,303.6,-32.16999999999996
5265,CUST_02457,2022-11-20,new,0.0,128.75,128.75
5266,CUST_02457,2023-04-01,churn,128.75,0.0,-128.75
5267,CUST_02458,2024-11-14,new,0.0,461.91,461.91
5268,CUST_02458,2024-11-14,churn,461.91,0.0,-461.91
5269,CUST_02459,2024-01-25,new,0.0,268.16,268.16
5270,CUST_02459,2024-03-01,expansion,268.16,375.43,107.26999999999998
5271,CUST_02460,2023-03-05,new,0.0,116.76,116.76
5272,CUST_02460,2023-07-01,churn,116.76,0.0,-116.76
5273,CUST_02461,2024-10-24,new,0.0,96.4,96.4
5274,CUST_02462,2022-12-25,new,0.0,846.4,846.4
5275,CUST_02462,2024-11-01,contraction,846.4,747.79,-98.61000000000001
5276,CUST_02463,2023-10-25,new,0.0,296.52,296.52
5277,CUST_02463,2024-01-01,contraction,296.52,255.89,-40.629999999999995
5278,CUST_02464,2023-11-10,new,0.0,130.55,130.55
5279,CUST_02464,2024-05-01,contraction,130.55,114.24,-16.310000000000016
5280,CUST_02464,2024-06-01,expansion,114.24,162.74,48.500000000000014
5281,CUST_02464,2024-09-01,expansion,162.74,222.87,60.129999999999995
5282,CUST_02465,2022-02-07,new,0.0,210.28,210.28
5283,CUST_02465,2023-03-01,contraction,210.28,174.52,-35.75999999999999
5284,CUST_02465,2024-03-01,contraction,174.52,151.83,-22.689999999999998
5285,CUST_02466,2022-06-04,new,0.0,130.64,130.64
5286,CUST_02466,2023-02-01,churn,130.64,0.0,-130.64
5287,CUST_02467,2022-02-24,new,0.0,64.88,64.88
5288,CUST_02467,2022-04-01,churn,64.88,0.0,-64.88
5289,CUST_02468,2023-02-03,new,0.0,92.8,92.8
5290,CUST_02468,2024-01-01,expansion,92.8,116.41,23.61
5291,CUST_02468,2024-02-01,expansion,116.41,156.49,40.08000000000001
5292,CUST_02468,2024-12-01,contraction,156.49,147.81,-8.680000000000007
5293,CUST_02469,2024-12-26,new,0.0,1451.92,1451.92
5294,CUST_02470,2024-01-21,new,0.0,467.04,467.04
5295,CUST_02470,2024-06-01,expansion,467.04,547.12,80.07999999999998
5296,CUST_02471,2023-10-06,new,0.0,69.46,69.46
5297,CUST_02472,2022-06-23,new,0.0,145.71,145.71
5298,CUST_02473,2022-03-26,new,0.0,70.25,70.25
5299,CUST_02473,2022-06-01,churn,70.25,0.0,-70.25
5300,CUST_02474,2024-07-27,new,0.0,65.76,65.76
5301,CUST_02475,2022-08-06,new,0.0,269.5,269.5
5302,CUST_02475,2024-01-01,churn,269.5,0.0,-269.5
5303,CUST_02476,2024-12-05,new,0.0,133.41,133.41
5304,CUST_02476,2024-12-01,expansion,133.41,181.45,48.03999999999999
5305,CUST_02477,2024-01-16,new,0.0,53.44,53.44
5306,CUST_02477,2024-12-01,expansion,53.44,61.95,8.510000000000005
5307,CUST_02478,2022-01-01,new,0.0,139.1,139.1
5308,CUST_02478,2024-12-01,expansion,139.1,167.98,28.879999999999995
5309,CUST_02479,2024-01-18,new,0.0,358.88,358.88
5310,CUST_02479,2024-04-01,expansion,358.88,450.95,92.07
5311,CUST_02480,2022-07-13,new,0.0,137.88,137.88
5312,CUST_02480,2024-01-01,expansion,137.88,188.12,50.24000000000001
5313,CUST_02481,2022-03-08,new,0.0,2027.89,2027.89
5314,CUST_02481,2023-01-01,contraction,2027.89,1824.52,-203.37000000000012
5315,CUST_02481,2023-08-01,churn,1824.52,0.0,-1824.52
5316,CUST_02482,2024-03-22,new,0.0,421.63,421.63
5317,CUST_02482,2024-06-01,expansion,421.63,507.64,86.00999999999999
5318,CUST_02483,2023-02-18,new,0.0,201.03,201.03
5319,CUST_02483,2024-03-01,expansion,201.03,278.09,77.05999999999997
5320,CUST_02483,2024-08-01,contraction,278.09,243.99,-34.099999999999966
5321,CUST_02484,2023-05-21,new,0.0,71.86,71.86
5322,CUST_02484,2023-06-01,churn,71.86,0.0,-71.86
5323,CUST_02485,2022-10-22,new,0.0,472.46,472.46
5324,CUST_02486,2023-10-09,new,0.0,448.78,448.78
5325,CUST_02486,2024-07-01,expansion,448.78,560.31,111.52999999999997
5326,CUST_02486,2024-08-01,expansion,560.31,670.36,110.05000000000007
5327,CUST_02487,2023-04-05,new,0.0,120.08,120.08
5328,CUST_02487,2023-08-01,churn,120.08,0.0,-120.08
5329,CUST_02488,2023-03-22,new,0.0,138.17,138.17
5330,CUST_02488,2024-01-01,expansion,138.17,180.12,41.95000000000002
5331,CUST_02489,2023-06-08,new,0.0,113.54,113.54
5332,CUST_02490,2023-03-08,new,0.0,76.25,76.25
5333,CUST_02490,2023-03-08,churn,76.25,0.0,-76.25
5334,CUST_02491,2024-12-02,new,0.0,393.57,393.57
5335,CUST_02492,2023-03-17,new,0.0,400.4,400.4
5336,CUST_02492,2024-08-01,churn,400.4,0.0,-400.4
5337,CUST_02493,2024-05-15,new,0.0,121.11,121.11
5338,CUST_02493,2024-06-01,churn,121.11,0.0,-121.11
5339,CUST_02494,2022-06-27,new,0.0,131.39,131.39
5340,CUST_02494,2022-06-27,churn,131.39,0.0,-131.39
5341,CUST_02495,2023-03-06,new,0.0,2690.37,2690.37
5342,CUST_02495,2024-09-01,churn,2690.37,0.0,-2690.37
5343,CUST_02496,2024-10-13,new,0.0,140.86,140.86
5344,CUST_02496,2024-10-01,contraction,140.86,120.12,-20.74000000000001
5345,CUST_02497,2024-12-17,new,0.0,51.46,51.46
5346,CUST_02498,2022-03-23,new,0.0,494.26,494.26
5347,CUST_02499,2024-12-20,new,0.0,61.85,61.85
5348,CUST_02500,2023-04-16,new,0.0,127.1,127.1
5349,CUST_02500,2023-07-01,churn,127.1,0.0,-127.1
5350,CUST_02501,2022-10-03,new,0.0,106.88,106.88
5351,CUST_02501,2023-05-01,contraction,106.88,90.65,-16.22999999999999
5352,CUST_02501,2023-06-01,churn,90.65,0.0,-90.65
5353,CUST_02502,2024-02-03,new,0.0,71.03,71.03
5354,CUST_02502,2024-02-01,expansion,71.03,101.73,30.700000000000003
5355,CUST_02502,2024-04-01,contraction,101.73,87.72,-14.010000000000005
5356,CUST_02503,2022-05-27,new,0.0,90.08,90.08
5357,CUST_02503,2022-05-27,churn,90.08,0.0,-90.08
5358,CUST_02504,2024-10-02,new,0.0,372.12,372.12
5359,CUST_02504,2024-10-01,expansion,372.12,530.96,158.84000000000003
5360,CUST_02505,2024-03-11,new,0.0,119.84,119.84
5361,CUST_02505,2024-04-01,expansion,119.84,147.63,27.789999999999992
5362,CUST_02506,2024-12-05,new,0.0,136.67,136.67
5363,CUST_02507,2023-06-19,new,0.0,424.45,424.45
5364,CUST_02507,2024-03-01,churn,424.45,0.0,-424.45
5365,CUST_02508,2024-12-18,new,0.0,410.51,410.51
5366,CUST_02509,2022-10-24,new,0.0,127.86,127.86
5367,CUST_02509,2024-03-01,expansion,127.86,148.47,20.61
5368,CUST_02510,2024-02-09,new,0.0,403.33,403.33
