customer_id,company_name,industry,employee_size,signup_date,sales_rep,acquisition_channel,country,lifetime_value
CUST_02778,Helix Labs,Healthcare,1-10,2022-11-18,Rep_4,Paid Search,USA,100000.0
CUST_02779,Pulse AI,Manufacturing,1000+,2022-02-14,Rep_9,Partner,USA,1666.67
CUST_02780,Orion Labs,Finance,51-200,2024-03-17,Rep_10,Organic,USA,1830.67
CUST_02781,Helix Software,EdTech,1-10,2023-02-16,Rep_2,LinkedIn Ads,USA,1666.67
CUST_02782,Orion Systems,Healthcare,51-200,2024-03-25,Rep_10,LinkedIn Ads,USA,24505.0
CUST_02783,Vertex Solutions,Manufacturing,51-200,2024-01-19,Rep_5,Partner,UK,4899.67
CUST_02784,Summit Technologies,EdTech,1-10,2022-01-14,Rep_15,Organic,Australia,1666.67
CUST_02785,Pulse Software,Finance,1-10,2023-11-21,Rep_8,LinkedIn Ads,USA,11111.11
CUST_02786,Vertex Software,Healthcare,51-200,2023-03-15,Rep_4,Organic,UK,11111.11
CUST_02787,Vertex AI,SaaS,51-200,2023-02-01,Rep_9,Partner,India,1666.67
CUST_02788,Nova AI,SaaS,11-50,2024-11-03,Rep_8,Paid Search,USA,3368.67
CUST_02789,Summit Analytics,Manufacturing,11-50,2023-11-23,Rep_5,LinkedIn Ads,Canada,2459.67
CUST_02790,Pulse Technologies,Healthcare,1-10,2023-02-14,Rep_4,Organic,India,1666.67
CUST_02791,Summit Technologies,Manufacturing,51-200,2024-01-20,Rep_1,LinkedIn Ads,USA,1666.67
CUST_02792,Nimbus Analytics,SaaS,1-10,2024-12-09,Rep_2,Organic,USA,4497.33
CUST_02793,Quantum Software,Retail,11-50,2023-10-27,Rep_12,Paid Search,UK,4517.0
CUST_02794,Helix Technologies,SaaS,11-50,2023-01-27,Rep_13,Paid Search,USA,3679.0
CUST_02795,Apex Solutions,EdTech,11-50,2024-12-15,Rep_10,Paid Search,Australia,2609.33
CUST_02796,Summit Analytics,Finance,201-1000,2024-05-15,Rep_4,LinkedIn Ads,UK,3420.33
CUST_02797,Vertex Analytics,Healthcare,51-200,2024-03-20,Rep_7,Paid Search,USA,100000.0
CUST_02798,Nimbus Software,Finance,11-50,2022-10-02,Rep_14,Organic,Germany,1666.67
CUST_02799,Nova Labs,Retail,1-10,2024-01-16,Rep_3,Partner,UK,28135.0
CUST_02800,Nova Cloud,Retail,1-10,2024-03-18,Rep_10,Paid Search,India,3189.67
CUST_02801,Helix Analytics,Healthcare,51-200,2024-01-09,Rep_13,Paid Search,India,32360.0
CUST_02802,Vertex Labs,Finance,1-10,2023-02-04,Rep_14,LinkedIn Ads,USA,1666.67
CUST_02803,Orion AI,Finance,1-10,2024-11-19,Rep_14,Referral,India,4009.67
CUST_02804,Pulse AI,Manufacturing,1-10,2024-10-20,Rep_13,Referral,USA,16894.44
CUST_02805,Apex Software,Finance,1-10,2023-12-12,Rep_13,Paid Search,Germany,36122.22
CUST_02806,Apex Technologies,Healthcare,11-50,2024-10-12,Rep_4,Paid Search,Canada,1666.67
CUST_02807,Apex AI,EdTech,51-200,2024-02-03,Rep_9,Partner,UK,1666.67
CUST_02808,Nova Technologies,SaaS,51-200,2022-12-12,Rep_12,Paid Search,India,11111.11
CUST_02809,Apex AI,EdTech,1-10,2024-08-06,Rep_2,Organic,USA,3959.33
CUST_02810,Zenith Technologies,EdTech,51-200,2022-02-26,Rep_1,LinkedIn Ads,USA,1666.67
CUST_02811,Zenith Labs,Finance,51-200,2024-01-23,Rep_15,Paid Search,Canada,1666.67
CUST_02812,Pulse Solutions,Retail,1-10,2023-12-09,Rep_12,Organic,USA,2103.67
CUST_02813,Vertex Analytics,SaaS,51-200,2023-12-13,Rep_9,Paid Search,USA,3197.33
CUST_02814,Helix AI,EdTech,11-50,2023-03-02,Rep_10,Paid Search,USA,3205.67
CUST_02815,Summit Systems,Manufacturing,11-50,2022-12-16,Rep_2,LinkedIn Ads,Australia,1666.67
CUST_02816,Pulse Solutions,Retail,1000+,2024-12-09,Rep_12,Paid Search,Australia,4726.67
CUST_02817,Quantum Solutions,Retail,1000+,2024-12-27,Rep_5,Paid Search,USA,17954.44
CUST_02818,Vertex Software,Manufacturing,11-50,2024-03-02,Rep_3,LinkedIn Ads,Germany,2903.33
CUST_02819,Quantum Technologies,SaaS,51-200,2023-01-18,Rep_15,LinkedIn Ads,India,3938.0
CUST_02820,Summit Solutions,EdTech,1-10,2023-10-10,Rep_14,Partner,USA,102131.25
CUST_02821,Orion Technologies,Healthcare,11-50,2024-10-11,Rep_1,LinkedIn Ads,USA,322687.5
CUST_02822,Summit Analytics,Healthcare,1-10,2023-12-26,Rep_13,Paid Search,USA,1666.67
CUST_02823,Nimbus Analytics,Healthcare,1-10,2022-08-03,Rep_8,LinkedIn Ads,UK,100000.0
CUST_02824,Nova Solutions,Healthcare,11-50,2023-06-04,Rep_12,Partner,USA,1666.67
CUST_02825,Zenith Technologies,EdTech,11-50,2024-12-17,Rep_1,Paid Search,USA,252750.0
CUST_02826,Nimbus Systems,Retail,51-200,2024-11-25,Rep_7,Partner,India,4921.33
CUST_02827,Orion Software,Retail,51-200,2022-03-18,Rep_4,Partner,USA,247681.25
CUST_02828,Helix Software,SaaS,11-50,2024-11-12,Rep_10,Referral,India,17219.44
CUST_02829,Pulse Labs,Retail,11-50,2022-02-01,Rep_6,Partner,USA,1666.67
CUST_02830,Apex Labs,Retail,51-200,2023-11-20,Rep_10,LinkedIn Ads,India,5133.0
CUST_02831,Nimbus Labs,Finance,1-10,2024-02-05,Rep_7,Paid Search,USA,7813.33
CUST_02832,Nimbus Software,Manufacturing,1-10,2023-03-11,Rep_13,Paid Search,USA,1666.67
CUST_02833,Orion Solutions,Retail,1-10,2024-05-23,Rep_11,Paid Search,Canada,4818.67
CUST_02834,Orion Systems,Manufacturing,201-1000,2022-01-03,Rep_7,Partner,Germany,1666.67
CUST_02835,Zenith Systems,EdTech,51-200,2023-02-22,Rep_9,Paid Search,Germany,100000.0
CUST_02836,Nimbus Solutions,Healthcare,201-1000,2022-04-16,Rep_15,Partner,India,237235.0
CUST_02837,Helix Cloud,Retail,51-200,2022-11-27,Rep_2,Paid Search,USA,2739.0
CUST_02838,Vertex Cloud,Healthcare,11-50,2023-08-23,Rep_9,Paid Search,Canada,32019.44
CUST_02839,Nova Technologies,SaaS,201-1000,2024-03-03,Rep_10,Referral,India,3232.67
CUST_02840,Nova Technologies,EdTech,11-50,2024-07-20,Rep_8,Paid Search,USA,3511.0
CUST_02841,Nova Solutions,Finance,11-50,2022-07-12,Rep_10,LinkedIn Ads,India,18110.56
CUST_02842,Vertex AI,SaaS,201-1000,2023-11-06,Rep_13,Paid Search,USA,156370.0
CUST_02843,Vertex Labs,SaaS,1-10,2024-11-07,Rep_1,LinkedIn Ads,UK,2982.0
CUST_02844,Pulse Software,Healthcare,201-1000,2024-10-07,Rep_14,Paid Search,UK,1861.67
CUST_02845,Summit AI,EdTech,1000+,2023-12-25,Rep_4,LinkedIn Ads,USA,3579.33
CUST_02846,Orion Technologies,Finance,11-50,2023-03-03,Rep_5,Partner,UK,2245.67
CUST_02847,Apex Technologies,EdTech,1-10,2022-03-25,Rep_9,Organic,Canada,5953.0
CUST_02848,Nova Systems,EdTech,1-10,2024-10-12,Rep_13,Paid Search,India,12265.56
CUST_02849,Quantum Systems,EdTech,1-10,2023-06-17,Rep_6,LinkedIn Ads,India,100000.0
CUST_02850,Apex AI,Manufacturing,11-50,2024-01-11,Rep_4,Partner,Australia,1666.67
CUST_02851,Helix Software,Manufacturing,201-1000,2024-11-18,Rep_9,LinkedIn Ads,USA,3272.67
CUST_02852,Pulse Systems,EdTech,11-50,2024-10-19,Rep_12,Paid Search,USA,15677.22
CUST_02853,Zenith Analytics,Retail,1-10,2024-10-16,Rep_7,Paid Search,India,1666.67
CUST_02854,Apex Software,EdTech,11-50,2023-03-09,Rep_5,Paid Search,USA,1666.67
CUST_02855,Summit Solutions,Retail,11-50,2023-10-05,Rep_9,Partner,USA,4771.0
CUST_02856,Vertex Labs,EdTech,1-10,2023-01-06,Rep_13,Paid Search,Germany,15969.44
CUST_02857,Helix Technologies,Manufacturing,51-200,2022-03-19,Rep_14,LinkedIn Ads,USA,1666.67
CUST_02858,Summit Software,Manufacturing,51-200,2023-11-14,Rep_6,Paid Search,USA,3166.33
CUST_02859,Orion Cloud,Retail,201-1000,2023-02-23,Rep_15,LinkedIn Ads,Canada,32233.89
CUST_02860,Summit Analytics,EdTech,11-50,2024-02-20,Rep_4,Paid Search,USA,5964.67
CUST_02861,Helix Technologies,SaaS,51-200,2023-07-07,Rep_15,Partner,India,100000.0
CUST_02862,Quantum Cloud,Retail,201-1000,2022-02-15,Rep_3,Partner,India,1666.67
CUST_02863,Nimbus Analytics,EdTech,1-10,2022-11-07,Rep_2,Paid Search,USA,3369.0
CUST_02864,Nimbus Analytics,Manufacturing,51-200,2024-11-13,Rep_10,Partner,Canada,2018.0
CUST_02865,Nova Labs,Manufacturing,1-10,2022-10-19,Rep_4,Partner,UK,1666.67
CUST_02866,Zenith Analytics,Finance,51-200,2022-04-24,Rep_2,Organic,Germany,4796.0
CUST_02867,Helix Analytics,EdTech,11-50,2024-03-20,Rep_6,Referral,Australia,4949.33
CUST_02868,Helix Software,Finance,11-50,2023-03-22,Rep_13,Referral,USA,1666.67
CUST_02869,Zenith Software,Manufacturing,11-50,2022-11-07,Rep_4,LinkedIn Ads,Canada,33081.11
CUST_02870,Apex Technologies,EdTech,1-10,2024-11-11,Rep_10,LinkedIn Ads,UK,4705.33
CUST_02871,Pulse Cloud,SaaS,11-50,2022-01-08,Rep_5,LinkedIn Ads,Australia,25886.67
CUST_02872,Vertex AI,Retail,11-50,2024-11-13,Rep_13,Organic,UK,1707.67
CUST_02873,Orion Analytics,Healthcare,1-10,2022-06-08,Rep_14,Paid Search,Australia,100000.0
CUST_02874,Nimbus Cloud,Retail,51-200,2023-01-16,Rep_2,Organic,Germany,3250.0
CUST_02875,Helix Solutions,EdTech,1-10,2024-06-26,Rep_13,Partner,USA,2223.33
CUST_02876,Apex Labs,EdTech,1-10,2022-04-22,Rep_8,Partner,India,100000.0
CUST_02877,Helix Cloud,Healthcare,1-10,2024-10-27,Rep_3,Paid Search,India,5267.67
CUST_02878,Summit Analytics,EdTech,11-50,2024-12-20,Rep_10,Referral,USA,34751.11
CUST_02879,Summit Technologies,EdTech,1-10,2024-11-14,Rep_5,Referral,USA,2223.67
CUST_02880,Zenith Solutions,SaaS,11-50,2023-11-18,Rep_6,Paid Search,India,100000.0
CUST_02881,Quantum Solutions,EdTech,11-50,2024-11-21,Rep_12,Paid Search,USA,26807.22
CUST_02882,Summit AI,Manufacturing,201-1000,2023-01-18,Rep_14,Paid Search,USA,2670.33
CUST_02883,Nova Technologies,Retail,11-50,2022-09-06,Rep_12,LinkedIn Ads,USA,18414.44
CUST_02884,Quantum Solutions,Healthcare,51-200,2022-12-01,Rep_8,Referral,Germany,1666.67
CUST_02885,Nimbus Technologies,Healthcare,1-10,2024-12-06,Rep_14,Paid Search,USA,3460.33
CUST_02886,Helix Cloud,Retail,1-10,2023-12-06,Rep_10,LinkedIn Ads,USA,15144.44
CUST_02887,Quantum Cloud,Finance,1-10,2023-03-11,Rep_1,Paid Search,USA,2910.33
CUST_02888,Vertex Systems,SaaS,11-50,2022-10-16,Rep_11,Paid Search,India,298543.75
CUST_02889,Nimbus Solutions,Healthcare,11-50,2023-01-07,Rep_6,Organic,Germany,11111.11
CUST_02890,Zenith AI,Healthcare,11-50,2022-04-18,Rep_5,Partner,Germany,1666.67
CUST_02891,Zenith Analytics,Manufacturing,11-50,2024-08-11,Rep_1,LinkedIn Ads,USA,3486.33
CUST_02892,Summit Cloud,Finance,1-10,2022-12-24,Rep_9,Partner,Germany,1666.67
CUST_02893,Orion Systems,Healthcare,1-10,2022-02-08,Rep_15,LinkedIn Ads,USA,1666.67
CUST_02894,Orion Cloud,EdTech,1-10,2023-05-07,Rep_8,Partner,UK,1666.67
CUST_02895,Vertex Analytics,SaaS,1-10,2024-10-08,Rep_12,LinkedIn Ads,UK,11111.11
CUST_02896,Nimbus Technologies,Retail,1-10,2022-01-17,Rep_13,Paid Search,India,1666.67
CUST_02897,Pulse Solutions,Finance,51-200,2023-10-26,Rep_14,Paid Search,UK,100000.0
CUST_02898,Vertex Cloud,Finance,1000+,2022-10-14,Rep_7,Paid Search,USA,2666.67
CUST_02899,Orion AI,Finance,11-50,2023-07-09,Rep_14,Partner,UK,1666.67
CUST_02900,Quantum Systems,Manufacturing,11-50,2024-02-26,Rep_3,LinkedIn Ads,USA,8281.0
CUST_02901,Nova Solutions,Finance,11-50,2022-12-17,Rep_6,Paid Search,Germany,1666.67
CUST_02902,Summit Software,SaaS,11-50,2022-03-24,Rep_4,Paid Search,Canada,100000.0
CUST_02903,Orion Solutions,Retail,51-200,2022-02-07,Rep_14,Organic,Australia,1666.67
CUST_02904,Summit Software,EdTech,1-10,2024-12-02,Rep_8,Paid Search,UK,25464.44
CUST_02905,Quantum Systems,SaaS,11-50,2023-12-09,Rep_9,Organic,UK,5545.0
CUST_02906,Quantum Systems,Retail,201-1000,2023-10-16,Rep_2,Organic,Canada,157205.0
CUST_02907,Summit AI,SaaS,11-50,2022-02-21,Rep_7,Organic,Australia,1666.67
CUST_02908,Pulse AI,Manufacturing,1-10,2023-12-27,Rep_4,Paid Search,USA,1666.67
CUST_02909,Quantum Systems,Finance,51-200,2024-02-16,Rep_9,Referral,Germany,4079.33
CUST_02910,Apex Software,Finance,1-10,2022-07-11,Rep_5,Organic,India,1666.67
CUST_02911,Quantum Technologies,Manufacturing,11-50,2022-03-13,Rep_9,Paid Search,Canada,30127.22
CUST_02912,Nova Labs,SaaS,11-50,2024-12-08,Rep_12,Paid Search,Australia,2701.67
CUST_02913,Nova AI,Finance,1-10,2024-05-24,Rep_9,LinkedIn Ads,India,2019.67
CUST_02914,Nova Analytics,Manufacturing,1-10,2024-10-24,Rep_2,LinkedIn Ads,USA,3901.0
CUST_02915,Summit Cloud,Retail,1-10,2023-12-07,Rep_2,Partner,USA,1666.67
CUST_02916,Apex Technologies,EdTech,11-50,2024-11-18,Rep_2,LinkedIn Ads,USA,4600.67
CUST_02917,Helix Technologies,SaaS,11-50,2022-03-14,Rep_13,Paid Search,USA,309245.0
CUST_02918,Quantum Software,Retail,1-10,2023-01-13,Rep_10,Partner,USA,1666.67
CUST_02919,Apex Labs,Retail,1-10,2024-05-19,Rep_9,LinkedIn Ads,Australia,5150.67
CUST_02920,Vertex Technologies,Manufacturing,51-200,2023-05-15,Rep_11,LinkedIn Ads,UK,1666.67
CUST_02921,Vertex Software,EdTech,11-50,2024-12-16,Rep_15,LinkedIn Ads,India,2082.0
CUST_02922,Apex Solutions,Manufacturing,201-1000,2024-02-27,Rep_9,Paid Search,UK,3157.67
CUST_02923,Helix Labs,Retail,11-50,2023-03-12,Rep_1,Paid Search,Canada,11111.11
CUST_02924,Quantum Analytics,Manufacturing,11-50,2024-02-06,Rep_1,Paid Search,USA,1666.67
CUST_02925,Quantum Cloud,SaaS,11-50,2023-05-03,Rep_9,LinkedIn Ads,USA,1666.67
CUST_02926,Apex Analytics,Healthcare,1-10,2022-04-14,Rep_3,Paid Search,India,1666.67
CUST_02927,Nova Labs,EdTech,1-10,2022-01-24,Rep_7,LinkedIn Ads,Australia,373538.75
CUST_02928,Zenith Analytics,Finance,1-10,2023-11-19,Rep_15,Paid Search,India,3695.67
CUST_02929,Pulse AI,Healthcare,1-10,2023-11-01,Rep_12,LinkedIn Ads,Germany,4851.33
CUST_02930,Nimbus AI,Manufacturing,1-10,2022-11-10,Rep_15,LinkedIn Ads,USA,100000.0
CUST_02931,Vertex Labs,Finance,51-200,2024-02-15,Rep_15,Paid Search,Australia,6649.0
CUST_02932,Orion Software,EdTech,1-10,2023-11-10,Rep_8,Paid Search,USA,347605.0
CUST_02933,Summit AI,EdTech,1-10,2024-03-22,Rep_10,LinkedIn Ads,Australia,3479.0
CUST_02934,Nimbus Cloud,EdTech,51-200,2024-10-24,Rep_5,LinkedIn Ads,Germany,2740.0
CUST_02935,Summit AI,Retail,51-200,2023-11-12,Rep_6,Partner,India,3015.33
CUST_02936,Vertex Systems,SaaS,11-50,2023-05-27,Rep_2,Paid Search,USA,1666.67
CUST_02937,Zenith Solutions,Healthcare,1-10,2022-12-13,Rep_8,LinkedIn Ads,UK,3022.33
CUST_02938,Nimbus Cloud,SaaS,201-1000,2022-12-02,Rep_11,Organic,USA,1666.67
CUST_02939,Quantum Analytics,Retail,1-10,2023-11-26,Rep_5,Paid Search,India,6819.67
CUST_02940,Nimbus Cloud,Healthcare,1-10,2023-10-24,Rep_6,Paid Search,Germany,1666.67
CUST_02941,Apex Systems,Manufacturing,11-50,2023-01-25,Rep_13,Paid Search,Australia,25632.22
CUST_02942,Vertex Systems,Retail,201-1000,2024-11-01,Rep_9,Organic,USA,3699.67
CUST_02943,Pulse Solutions,SaaS,51-200,2024-01-14,Rep_10,Paid Search,USA,100000.0
CUST_02944,Pulse Solutions,Manufacturing,1000+,2024-01-27,Rep_7,Partner,USA,100000.0
CUST_02945,Vertex Systems,Retail,1-10,2022-10-25,Rep_15,LinkedIn Ads,Canada,100000.0
CUST_02946,Helix Software,Retail,11-50,2022-03-24,Rep_10,Paid Search,USA,2408.67
CUST_02947,Nimbus AI,Retail,11-50,2022-09-07,Rep_2,Partner,Canada,11111.11
CUST_02948,Zenith Analytics,Manufacturing,1-10,2022-10-01,Rep_2,Organic,USA,3912.33
CUST_02949,Quantum AI,Finance,1-10,2023-01-02,Rep_6,LinkedIn Ads,Germany,1666.67
CUST_02950,Apex AI,Finance,1-10,2024-11-15,Rep_7,Paid Search,India,1884.0
CUST_02951,Quantum Technologies,Finance,1-10,2024-10-03,Rep_7,LinkedIn Ads,USA,1960.33
CUST_02952,Quantum Labs,Retail,201-1000,2024-11-10,Rep_4,LinkedIn Ads,Germany,26236.11
CUST_02953,Vertex Labs,Healthcare,1-10,2022-12-01,Rep_11,Partner,USA,21254.44
CUST_02954,Orion Analytics,Healthcare,11-50,2023-11-05,Rep_7,LinkedIn Ads,UK,11111.11
CUST_02955,Summit Analytics,Manufacturing,201-1000,2022-01-16,Rep_2,Referral,India,116108.75
CUST_02956,Orion Technologies,Retail,1000+,2023-07-13,Rep_3,Paid Search,Germany,5839.33
CUST_02957,Nova Solutions,SaaS,11-50,2023-10-26,Rep_3,Paid Search,Australia,5484.0
CUST_02958,Nimbus Analytics,Finance,1-10,2022-11-22,Rep_6,LinkedIn Ads,USA,1666.67
CUST_02959,Vertex Technologies,EdTech,11-50,2022-03-05,Rep_5,Partner,India,1666.67
CUST_02960,Nimbus Analytics,Manufacturing,1-10,2022-01-02,Rep_3,Organic,USA,11111.11
CUST_02961,Nova Systems,SaaS,201-1000,2023-02-09,Rep_7,LinkedIn Ads,USA,1848.33
CUST_02962,Helix Labs,Healthcare,51-200,2024-10-08,Rep_11,Paid Search,UK,13980.56
CUST_02963,Apex Software,Manufacturing,201-1000,2023-02-06,Rep_2,LinkedIn Ads,USA,1666.67
CUST_02964,Vertex Solutions,Healthcare,11-50,2024-02-09,Rep_9,Partner,Germany,19701.11
CUST_02965,Summit Cloud,Retail,201-1000,2023-12-02,Rep_12,Partner,Canada,2352.67
CUST_02966,Pulse Systems,Finance,51-200,2022-08-18,Rep_8,Partner,Canada,1666.67
CUST_02967,Nova Labs,Finance,11-50,2024-09-27,Rep_13,LinkedIn Ads,USA,2960.33
CUST_02968,Orion Technologies,EdTech,11-50,2022-07-26,Rep_4,LinkedIn Ads,USA,1666.67
CUST_02969,Nova Analytics,EdTech,11-50,2024-03-13,Rep_3,Paid Search,Canada,3642.67
CUST_02970,Nimbus Software,Manufacturing,201-1000,2024-02-20,Rep_9,LinkedIn Ads,USA,5709.67
CUST_02971,Quantum Systems,Healthcare,1-10,2023-04-09,Rep_7,Paid Search,Canada,1666.67
CUST_02972,Helix Software,Finance,1000+,2023-10-09,Rep_15,LinkedIn Ads,USA,3747.33
CUST_02973,Nova Systems,Healthcare,51-200,2022-02-19,Rep_15,Paid Search,UK,1666.67
CUST_02974,Apex Technologies,EdTech,51-200,2024-03-21,Rep_11,LinkedIn Ads,USA,205381.25
CUST_02975,Nova Software,EdTech,11-50,2023-11-07,Rep_12,Referral,Germany,33807.22
CUST_02976,Quantum Analytics,Retail,11-50,2024-11-15,Rep_15,Paid Search,India,2640.0
CUST_02977,Zenith Software,EdTech,51-200,2022-04-11,Rep_7,LinkedIn Ads,USA,16879.44
CUST_02978,Helix Analytics,Retail,11-50,2022-10-04,Rep_15,Paid Search,USA,11111.11
CUST_02979,Nimbus Systems,Healthcare,1-10,2024-12-20,Rep_1,Organic,UK,23578.33
CUST_02980,Orion Labs,Finance,11-50,2024-12-25,Rep_7,LinkedIn Ads,India,19056.67
CUST_02981,Helix Analytics,EdTech,1-10,2023-02-11,Rep_1,Paid Search,USA,3846.0
CUST_02982,Nova Labs,Retail,1-10,2023-06-16,Rep_10,LinkedIn Ads,India,1666.67
CUST_02983,Summit Technologies,Manufacturing,11-50,2024-12-22,Rep_15,Partner,Canada,25360.56
CUST_02984,Vertex AI,Retail,1-10,2024-03-19,Rep_12,LinkedIn Ads,USA,36052.78
CUST_02985,Zenith Solutions,Healthcare,11-50,2023-11-23,Rep_3,Paid Search,UK,11111.11
CUST_02986,Nova Analytics,Finance,1-10,2023-02-05,Rep_12,Paid Search,Australia,1666.67
CUST_02987,Orion Cloud,SaaS,1-10,2022-03-12,Rep_10,Partner,UK,3250.67
CUST_02988,Summit Solutions,Manufacturing,1-10,2024-12-25,Rep_10,LinkedIn Ads,USA,4206.0
CUST_02989,Pulse Solutions,EdTech,11-50,2022-02-17,Rep_15,Paid Search,India,100000.0
CUST_02990,Zenith Systems,Retail,11-50,2024-03-17,Rep_12,Paid Search,UK,100000.0
CUST_02991,Zenith AI,Manufacturing,1-10,2024-04-09,Rep_8,Partner,USA,100000.0
CUST_02992,Apex Labs,SaaS,11-50,2024-08-16,Rep_14,LinkedIn Ads,UK,29076.67
CUST_02993,Nimbus Technologies,Healthcare,11-50,2024-08-16,Rep_9,LinkedIn Ads,USA,3546.33
CUST_02994,Vertex Cloud,Retail,1-10,2022-07-27,Rep_9,LinkedIn Ads,India,1666.67
CUST_02995,Orion Software,Finance,1-10,2022-03-10,Rep_11,Paid Search,USA,31901.67
CUST_02996,Nimbus Labs,Manufacturing,11-50,2023-02-24,Rep_1,Organic,USA,1666.67
CUST_02997,Summit Systems,EdTech,1-10,2022-11-26,Rep_9,Paid Search,USA,4996.67
CUST_02998,Zenith Cloud,SaaS,11-50,2024-12-18,Rep_9,Referral,UK,3875.33
CUST_02999,Nova Analytics,Finance,1-10,2024-06-06,Rep_8,LinkedIn Ads,UK,4661.0
CUST_03000,Nimbus Software,EdTech,1-10,2023-01-03,Rep_15,LinkedIn Ads,USA,11111.11
CUST_03001,Nova Analytics,Retail,11-50,2023-09-16,Rep_12,Organic,Germany,3440.67
CUST_03002,Vertex Technologies,Healthcare,11-50,2022-06-07,Rep_6,Paid Search,UK,1666.67
CUST_03003,Nova Labs,Finance,11-50,2022-07-10,Rep_4,LinkedIn Ads,Canada,11111.11
CUST_03004,Orion Analytics,SaaS,1-10,2022-10-19,Rep_2,Paid Search,India,100000.0
CUST_03005,Nimbus Systems,Retail,201-1000,2022-04-01,Rep_7,Paid Search,India,11111.11
CUST_03006,Nova AI,EdTech,51-200,2023-03-02,Rep_3,LinkedIn Ads,UK,15718.89
CUST_03007,Zenith Technologies,Healthcare,11-50,2022-12-18,Rep_3,LinkedIn Ads,Germany,1666.67
CUST_03008,Nimbus Solutions,SaaS,11-50,2024-11-04,Rep_5,LinkedIn Ads,USA,4909.0
CUST_03009,Quantum Systems,EdTech,11-50,2024-09-02,Rep_9,Paid Search,USA,15715.56
CUST_03010,Helix Analytics,Retail,1-10,2024-12-26,Rep_11,Paid Search,USA,263235.0
CUST_03011,Nova AI,Manufacturing,11-50,2023-10-23,Rep_8,Paid Search,Germany,1682.33
CUST_03012,Vertex Cloud,Manufacturing,1-10,2022-03-07,Rep_4,Paid Search,Canada,1666.67
CUST_03013,Vertex Solutions,Finance,51-200,2024-03-11,Rep_15,Organic,Germany,19806.67
CUST_03014,Orion Cloud,Manufacturing,1-10,2023-07-10,Rep_15,Paid Search,India,5555.33
CUST_03015,Apex AI,SaaS,1-10,2022-09-13,Rep_2,Paid Search,USA,13632.78
CUST_03016,Orion Labs,EdTech,51-200,2024-04-03,Rep_5,Referral,Australia,23600.56
CUST_03017,Vertex Labs,Finance,201-1000,2022-12-25,Rep_10,Paid Search,India,100000.0
CUST_03018,Nimbus Cloud,Retail,1-10,2023-01-03,Rep_8,Partner,UK,7526.0
CUST_03019,Nimbus Labs,Finance,51-200,2023-01-04,Rep_7,Partner,UK,1666.67
CUST_03020,Orion Cloud,EdTech,11-50,2023-04-24,Rep_9,Organic,India,5668.33
CUST_03021,Vertex Cloud,Finance,11-50,2022-01-08,Rep_9,Paid Search,USA,1666.67
CUST_03022,Helix Labs,EdTech,11-50,2023-12-14,Rep_12,Paid Search,Australia,27408.33
CUST_03023,Pulse Labs,Retail,51-200,2023-10-09,Rep_8,LinkedIn Ads,India,4200.67
CUST_03024,Vertex Cloud,Finance,1-10,2023-11-19,Rep_7,Paid Search,Germany,3078.0
CUST_03025,Summit Systems,Retail,11-50,2024-06-14,Rep_13,Paid Search,UK,11960.56
CUST_03026,Nimbus Technologies,Finance,201-1000,2023-02-19,Rep_4,Partner,Australia,2729.33
CUST_03027,Nova Software,Manufacturing,1-10,2022-01-17,Rep_4,Partner,Australia,1666.67
CUST_03028,Apex Analytics,Manufacturing,1-10,2023-03-13,Rep_2,Paid Search,Australia,4984.67
CUST_03029,Helix Cloud,Healthcare,1-10,2023-01-12,Rep_6,Paid Search,UK,24522.78
CUST_03030,Helix AI,EdTech,11-50,2024-01-22,Rep_9,Paid Search,Australia,3598.33
CUST_03031,Helix Analytics,EdTech,201-1000,2023-02-15,Rep_5,LinkedIn Ads,Canada,4873.0
CUST_03032,Nova Technologies,SaaS,11-50,2022-10-07,Rep_9,Paid Search,USA,224755.0
CUST_03033,Apex Labs,Finance,1-10,2022-05-18,Rep_8,Paid Search,USA,1666.67
CUST_03034,Zenith Systems,Finance,51-200,2024-02-11,Rep_9,Partner,India,24402.22
CUST_03035,Apex Cloud,Retail,51-200,2022-12-02,Rep_1,Paid Search,USA,1666.67
CUST_03036,Pulse AI,Healthcare,51-200,2022-04-24,Rep_14,Paid Search,India,1666.67
CUST_03037,Nimbus Cloud,EdTech,51-200,2023-07-22,Rep_8,LinkedIn Ads,USA,4029.0
CUST_03038,Quantum AI,Finance,51-200,2023-11-26,Rep_1,LinkedIn Ads,USA,2652.0
CUST_03039,Quantum Technologies,SaaS,1-10,2023-11-03,Rep_15,Partner,Canada,2596.33
CUST_03040,Orion Analytics,Retail,1-10,2023-01-14,Rep_6,LinkedIn Ads,USA,171573.75
CUST_03041,Nova Labs,Finance,11-50,2024-01-22,Rep_11,LinkedIn Ads,India,272191.25
CUST_03042,Orion Technologies,SaaS,1-10,2023-02-26,Rep_11,Referral,Canada,4056.67
CUST_03043,Helix Labs,EdTech,1-10,2023-10-24,Rep_8,LinkedIn Ads,USA,5483.0
CUST_03044,Nimbus AI,SaaS,11-50,2022-01-23,Rep_11,Paid Search,India,1666.67
CUST_03045,Nimbus Labs,EdTech,1-10,2024-02-14,Rep_14,LinkedIn Ads,USA,22243.89
CUST_03046,Quantum Software,Manufacturing,1-10,2023-08-19,Rep_6,LinkedIn Ads,Germany,4876.67
